,gu,dong,apt,addr,area,completion,transaction_ym,floor,price,price/pyeong,latitude,longitude
0,서초구,방배동,쌍용예가클래식,방배동 776-3 쌍용예가클래식,121.0751,1978,201701,9,96000,2617,37.4936252,126.9876124
1,서초구,방배동,신동아,방배동 988-1 신동아,102.65,1982,201701,2,102800,3305,37.4808718,127.0009508
2,서초구,방배동,한신트리플,방배동 816-1 한신트리플,61.16,2004,201701,9,45000,2428,37.4912762,126.9893021
3,서초구,방배동,대우(효령),방배동 1038 대우(효령),84.91,1992,201701,12,77800,3024,37.4795477,126.9938793
4,서초구,방배동,방배우성,방배동 2525 방배우성,84.99,1991,201701,2,74000,2873,37.4744136,126.9825806
5,서초구,방배동,래미안방배에버뉴,방배동 775-1 래미안방배에버뉴,181.481,1977,201701,5,105000,1909,37.4940454,126.9882880
6,서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),127.31,2004,201701,1,97000,2514,37.4776829,127.0051216
7,서초구,방배동,삼익,방배동 1018-1 삼익,88.26,1981,201701,2,80500,3010,37.4788826,127.0015979
8,서초구,방배동,임광,방배동 1015 임광,136.38,1985,201701,9,117000,2831,37.4770722,127.0025259
9,서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.9321,2013,201701,5,106500,4138,37.4836297,126.9844447
10,서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.9145,2013,201701,16,115800,4500,37.4836297,126.9844447
11,서초구,방배동,한신트리플,방배동 816-1 한신트리플,43.93,2004,201701,12,33500,2517,37.4912762,126.9893021
12,서초구,방배동,경남,방배동 1028-1 경남,105.47,1980,201701,2,102000,3191,37.4765630,126.9997282
13,서초구,방배동,임광,방배동 1015 임광,136.38,1985,201701,3,115000,2783,37.4770722,127.0025259
14,서초구,방배동,대우(효령),방배동 1038 대우(효령),84.91,1992,201701,1,69000,2682,37.4795477,126.9938793
15,서초구,방배동,방배아이파크,방배동 3277 방배아이파크,84.66,2006,201701,6,91700,3574,37.4916194,126.9848469
16,서초구,방배동,신호나이스빌,방배동 890-8 신호나이스빌,146.58,2003,201701,4,86000,1936,37.4870596,126.9980512
17,서초구,방배동,방배브라운가,방배동 930-1 방배브라운가,84.94,2006,201701,5,75000,2914,37.4835259,126.9919326
18,서초구,방배동,방배자이,방배동 888-53 방배자이,194.92,2003,201701,6,141500,2396,37.4864320,126.9990648
19,서초구,방배동,유로카운티,방배동 847-34 유로카운티,216.15,2002,201701,4,200000,3053,37.4911439,126.9969455
20,서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.97399999999998,2013,201701,3,113000,4388,37.4836297,126.9844447
21,서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),127.61,2004,201701,19,105500,2728,37.4776829,127.0051216
22,서초구,방배동,SK리더스뷰(파스텔시티),방배동 444-3 SK리더스뷰(파스텔시티),84.86,2006,201701,13,75000,2917,37.4776956,126.9822397
23,서초구,방배동,SK리더스뷰(파스텔시티),방배동 444-3 SK리더스뷰(파스텔시티),84.95,2006,201701,21,80500,3127,37.4776956,126.9822397
24,서초구,방배동,롯데캐슬헤론,방배동 754-1 롯데캐슬헤론,95.66,2006,201701,17,88500,3053,37.4969540,126.9843021
25,서초구,방배동,방배래미안타워,방배동 485-3 방배래미안타워,103.34,2005,201701,6,86100,2749,37.4750559,126.9904733
26,서초구,방배동,방배1차현대홈타운,방배동 1344 방배1차현대홈타운,59.94,1999,201701,3,72000,3964,37.4884533,126.9839025
27,서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),127.61,2004,201701,14,109000,2819,37.4776829,127.0051216
28,서초구,방배동,동부센트레빌,방배동 3275 동부센트레빌,157.559,2004,201701,8,147000,3079,37.4976331,126.9880431
29,서초구,방배동,삼익,방배동 1018-1 삼익,88.26,1981,201701,2,80500,3010,37.4788826,127.0015979
30,서초구,방배동,방배1차현대홈타운,방배동 1344 방배1차현대홈타운,84.96,1999,201701,4,93000,3612,37.4884533,126.9839025
31,서초구,방배동,브라운스톤방배,방배동 899-16 브라운스톤방배,84.96,2005,201701,5,96800,3760,37.4868074,126.9951363
32,서초구,방배동,신동아,방배동 988-1 신동아,106.96,1981,201702,1,94500,2916,37.4808718,127.0009508
33,서초구,방배동,세양아르비채102동,방배동 425-1 세양아르비채102동,129.159,2006,201702,9,86900,2220,37.4845649,126.9834139
34,서초구,방배동,삼익,방배동 1018-1 삼익,88.76,1981,201702,1,80000,2974,37.4788826,127.0015979
35,서초구,방배동,현대멤피스,방배동 772-13 현대멤피스,133.31,2001,201702,16,118000,2921,37.4951958,126.9883477
36,서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.9145,2013,201702,3,108000,4197,37.4836297,126.9844447
37,서초구,방배동,방배자이,방배동 888-53 방배자이,194.92,2003,201702,3,137500,2328,37.4864320,126.9990648
38,서초구,방배동,방배대우디오빌,방배동 866-20 방배대우디오빌,28.84,2005,201702,3,28700,3284,37.4860524,126.9842059
39,서초구,방배동,경남,방배동 1028-1 경남,105.47,1980,201702,2,104000,3254,37.4765630,126.9997282
40,서초구,방배동,방배브라운가,방배동 930-1 방배브라운가,84.94,2006,201702,6,76000,2953,37.4835259,126.9919326
41,서초구,방배동,방배씨티(보성),방배동 836-1 방배씨티(보성),74.16,2000,201702,2,60000,2670,37.4905527,126.9910725
