,gu,dong,apt,addr,area,completion,transaction_ym,floor,price,price/pyeong,latitude,longitude
0,동작구,흑석동,흑석한강푸르지오,흑석동 336 흑석한강푸르지오,84.98,2012,201705,16,85000,3301,37.5032083,126.9654501
1,동작구,흑석동,명수대현대,흑석동 10 명수대현대,78.07,1988,201705,7,70500,2980,37.5078700,126.9669454
2,동작구,흑석동,흑석한강푸르지오,흑석동 336 흑석한강푸르지오,115.98,2012,201705,5,94000,2675,37.5032083,126.9654501
3,동작구,흑석동,명수대현대,흑석동 10 명수대현대,84.33,1988,201705,1,71000,2778,37.5078700,126.9669454
4,동작구,흑석동,흑석한강센트레빌Ⅱ,흑석동 339 흑석한강센트레빌Ⅱ,84.95100000000002,2012,201705,7,75000,2913,37.5022127,126.9585851
5,동작구,흑석동,흑석한강센트레빌Ⅱ,흑석동 339 흑석한강센트레빌Ⅱ,84.99,2012,201705,2,70000,2718,37.5022127,126.9585851
6,동작구,흑석동,흑석한강푸르지오,흑석동 336 흑석한강푸르지오,115.98,2012,201705,12,99000,2817,37.5032083,126.9654501
7,동작구,흑석동,흑석한강센트레빌Ⅱ,흑석동 339 흑석한강센트레빌Ⅱ,119.727,2012,201705,13,95000,2618,37.5022127,126.9585851
8,동작구,흑석동,명수대현대,흑석동 10 명수대현대,78.07,1988,201705,1,67000,2832,37.5078700,126.9669454
9,동작구,흑석동,흑석한강센트레빌Ⅱ,흑석동 339 흑석한강센트레빌Ⅱ,119.727,2012,201706,15,90000,2481,37.5022127,126.9585851
10,동작구,흑석동,흑석한강센트레빌Ⅱ,흑석동 339 흑석한강센트레빌Ⅱ,84.99,2012,201706,12,72500,2815,37.5022127,126.9585851
11,동작구,흑석동,흑석한강센트레빌,흑석동 335 흑석한강센트레빌,114.95,2011,201706,10,102000,2928,37.5058038,126.9651658
12,동작구,흑석동,명수대현대,흑석동 10 명수대현대,78.07,1988,201706,8,71000,3001,37.5078700,126.9669454
13,동작구,흑석동,흑석한강푸르지오,흑석동 336 흑석한강푸르지오,115.84,2012,201706,7,102000,2906,37.5032083,126.9654501
14,동작구,흑석동,흑석한강센트레빌,흑석동 335 흑석한강센트레빌,114.83,2011,201706,1,89000,2558,37.5058038,126.9651658
15,동작구,흑석동,흑석한강푸르지오,흑석동 336 흑석한강푸르지오,84.98,2012,201706,1,73000,2835,37.5032083,126.9654501
16,동작구,흑석동,흑석한강푸르지오,흑석동 336 흑석한강푸르지오,127.52,2012,201706,6,110000,2847,37.5032083,126.9654501
17,동작구,흑석동,흑석한강센트레빌Ⅱ,흑석동 339 흑석한강센트레빌Ⅱ,119.727,2012,201706,10,92400,2547,37.5022127,126.9585851
18,동작구,흑석동,흑석한강센트레빌Ⅱ,흑석동 339 흑석한강센트레빌Ⅱ,84.946,2012,201706,16,78500,3050,37.5022127,126.9585851
19,동작구,흑석동,해가든,흑석동 332 해가든,84.83,2010,201706,7,65000,2529,37.5066777,126.9621949
20,동작구,흑석동,흑석한강푸르지오,흑석동 336 흑석한강푸르지오,115.98,2012,201706,13,96000,2732,37.5032083,126.9654501
21,동작구,흑석동,흑석한강센트레빌,흑석동 335 흑석한강센트레빌,114.83,2011,201706,11,103000,2960,37.5058038,126.9651658
22,동작구,흑석동,흑석한강센트레빌,흑석동 335 흑석한강센트레빌,84.84,2011,201706,11,85000,3306,37.5058038,126.9651658
23,동작구,흑석동,흑석동양아파트,흑석동 328 흑석동양아파트,84.99,2003,201706,4,57000,2213,37.5004103,126.9586888
24,동작구,흑석동,명수대현대,흑석동 10 명수대현대,84.33,1988,201706,4,74500,2915,37.5078700,126.9669454
25,동작구,흑석동,한강현대,흑석동 28 한강현대,66.225,1988,201706,15,70000,3488,37.5069027,126.9695933
26,동작구,흑석동,흑석한강센트레빌Ⅱ,흑석동 339 흑석한강센트레빌Ⅱ,119.738,2012,201706,7,87500,2412,37.5022127,126.9585851
27,동작구,흑석동,흑석한강센트레빌,흑석동 335 흑석한강센트레빌,114.83,2011,201706,6,99500,2859,37.5058038,126.9651658
28,동작구,흑석동,명수대현대,흑석동 10 명수대현대,78.07,1988,201706,9,74000,3128,37.5078700,126.9669454
29,동작구,흑석동,흑석한강센트레빌Ⅱ,흑석동 339 흑석한강센트레빌Ⅱ,119.738,2012,201706,8,91500,2522,37.5022127,126.9585851
30,동작구,흑석동,흑석한강센트레빌,흑석동 335 흑석한강센트레빌,84.89,2011,201706,16,86500,3363,37.5058038,126.9651658
31,동작구,흑석동,흑석한강센트레빌,흑석동 335 흑석한강센트레빌,84.84,2011,201706,6,84800,3298,37.5058038,126.9651658
32,동작구,흑석동,흑석한강센트레빌Ⅱ,흑석동 339 흑석한강센트레빌Ⅱ,84.95100000000002,2012,201706,2,76000,2952,37.5022127,126.9585851
33,동작구,흑석동,흑석한강센트레빌Ⅱ,흑석동 339 흑석한강센트레빌Ⅱ,119.727,2012,201706,6,89800,2475,37.5022127,126.9585851
34,동작구,흑석동,한강현대,흑석동 28 한강현대,83.475,1988,201706,1,69000,2728,37.5069027,126.9695933
35,동작구,흑석동,흑석한강센트레빌,흑석동 335 흑석한강센트레빌,114.83,2011,201706,18,102500,2946,37.5058038,126.9651658
36,동작구,흑석동,흑석한강푸르지오,흑석동 336 흑석한강푸르지오,84.98,2012,201706,5,81500,3165,37.5032083,126.9654501
37,동작구,흑석동,흑석한강센트레빌,흑석동 335 흑석한강센트레빌,84.84,2011,201706,15,86000,3345,37.5058038,126.9651658
38,동작구,흑석동,흑석동양아파트,흑석동 328 흑석동양아파트,59.511,2003,201706,3,46000,2551,37.5004103,126.9586888
39,동작구,흑석동,흑석동양아파트,흑석동 328 흑석동양아파트,84.991,2003,201706,1,50400,1957,37.5004103,126.9586888
40,동작구,흑석동,흑석한강센트레빌Ⅱ,흑석동 339 흑석한강센트레빌Ⅱ,84.99,2012,201706,1,72500,2815,37.5022127,126.9585851
41,동작구,흑석동,명수대현대,흑석동 10 명수대현대,124.95,1988,201706,7,105000,2773,37.5078700,126.9669454
42,동작구,흑석동,흑석한강센트레빌,흑석동 335 흑석한강센트레빌,114.83,2011,201706,8,102300,2940,37.5058038,126.9651658
43,동작구,흑석동,한강현대,흑석동 28 한강현대,83.475,1988,201706,4,75300,2977,37.5069027,126.9695933
44,동작구,흑석동,흑석한강센트레빌,흑석동 335 흑석한강센트레빌,84.91,2011,201706,4,82000,3187,37.5058038,126.9651658
45,동작구,흑석동,흑석한강센트레빌,흑석동 335 흑석한강센트레빌,84.84,2011,201706,2,78000,3034,37.5058038,126.9651658
46,동작구,흑석동,우리유앤미,흑석동 329 우리유앤미,83.5859,2003,201706,7,52000,2053,37.5006676,126.9596386
47,동작구,흑석동,흑석한강센트레빌,흑석동 335 흑석한강센트레빌,114.95,2011,201706,3,95000,2727,37.5058038,126.9651658
48,동작구,흑석동,흑석한강푸르지오,흑석동 336 흑석한강푸르지오,84.91,2012,201706,10,76300,2965,37.5032083,126.9654501
49,동작구,흑석동,해가든,흑석동 332 해가든,112.18,2010,201706,18,75000,2206,37.5066777,126.9621949
50,동작구,흑석동,흑석한강센트레빌,흑석동 335 흑석한강센트레빌,114.83,2011,201706,18,104500,3003,37.5058038,126.9651658
51,동작구,흑석동,명수대현대,흑석동 10 명수대현대,112.29,1988,201706,9,75000,2204,37.5078700,126.9669454
52,동작구,흑석동,흑석한강푸르지오,흑석동 336 흑석한강푸르지오,115.84,2012,201706,7,94000,2678,37.5032083,126.9654501
53,동작구,흑석동,흑석한강푸르지오,흑석동 336 흑석한강푸르지오,84.79,2012,201706,7,83000,3230,37.5032083,126.9654501
54,동작구,흑석동,흑석한강센트레빌,흑석동 335 흑석한강센트레빌,84.91,2011,201706,3,82500,3206,37.5058038,126.9651658
55,동작구,흑석동,한강현대,흑석동 28 한강현대,115.35,1988,201706,11,109500,3133,37.5069027,126.9695933
56,동작구,흑석동,흑석한강센트레빌,흑석동 335 흑석한강센트레빌,84.84,2011,201706,9,89500,3481,37.5058038,126.9651658
57,동작구,흑석동,해가든,흑석동 332 해가든,107.45,2010,201706,17,69800,2144,37.5066777,126.9621949
58,동작구,흑석동,흑석한강센트레빌Ⅱ,흑석동 339 흑석한강센트레빌Ⅱ,84.946,2012,201706,18,77000,2991,37.5022127,126.9585851
59,동작구,흑석동,해가든,흑석동 332 해가든,114.44,2010,201706,13,70500,2033,37.5066777,126.9621949
60,동작구,흑석동,한강현대,흑석동 28 한강현대,66.225,1988,201707,1,60000,2990,37.5069027,126.9695933
61,동작구,흑석동,흑석한강푸르지오,흑석동 336 흑석한강푸르지오,84.91,2012,201707,13,84500,3284,37.5032083,126.9654501
62,동작구,흑석동,흑석한강푸르지오,흑석동 336 흑석한강푸르지오,84.98,2012,201707,10,85000,3301,37.5032083,126.9654501
63,동작구,흑석동,흑석한강센트레빌,흑석동 335 흑석한강센트레빌,84.84,2011,201707,2,83000,3228,37.5058038,126.9651658
64,동작구,흑석동,흑석한강센트레빌Ⅱ,흑석동 339 흑석한강센트레빌Ⅱ,84.99,2012,201707,15,75500,2932,37.5022127,126.9585851
65,동작구,흑석동,흑석한강센트레빌,흑석동 335 흑석한강센트레빌,114.83,2011,201707,15,102000,2931,37.5058038,126.9651658
66,동작구,흑석동,우리유앤미,흑석동 329 우리유앤미,113.9684,2003,201707,5,59500,1723,37.5006676,126.9596386
67,동작구,흑석동,흑석한강푸르지오,흑석동 336 흑석한강푸르지오,84.98,2012,201707,8,80000,3107,37.5032083,126.9654501
68,동작구,흑석동,흑석한강센트레빌Ⅱ,흑석동 339 흑석한강센트레빌Ⅱ,146.487,2012,201707,13,110000,2478,37.5022127,126.9585851
69,동작구,흑석동,흑석동양아파트,흑석동 328 흑석동양아파트,84.991,2003,201707,10,56000,2174,37.5004103,126.9586888
70,동작구,흑석동,한강현대,흑석동 28 한강현대,66.225,1988,201707,8,67500,3364,37.5069027,126.9695933
71,동작구,흑석동,한강현대,흑석동 28 한강현대,66.225,1988,201707,2,67500,3364,37.5069027,126.9695933
72,동작구,흑석동,흑석한강푸르지오,흑석동 336 흑석한강푸르지오,84.98,2012,201707,10,82000,3184,37.5032083,126.9654501
73,동작구,흑석동,흑석한강푸르지오,흑석동 336 흑석한강푸르지오,84.98,2012,201707,3,81000,3145,37.5032083,126.9654501
74,동작구,흑석동,청호,흑석동 327 청호,59.85,1997,201707,12,39000,2150,37.5013259,126.9630893
75,동작구,흑석동,흑석한강센트레빌,흑석동 335 흑석한강센트레빌,84.84,2011,201707,11,88000,3423,37.5058038,126.9651658
76,동작구,흑석동,해가든,흑석동 332 해가든,107.45,2010,201707,12,68000,2088,37.5066777,126.9621949
77,동작구,흑석동,흑석한강푸르지오,흑석동 336 흑석한강푸르지오,84.79,2012,201707,3,84000,3269,37.5032083,126.9654501
78,동작구,흑석동,우리유앤미,흑석동 329 우리유앤미,59.9404,2003,201707,3,44800,2466,37.5006676,126.9596386
79,동작구,흑석동,해가든,흑석동 332 해가든,114.44,2010,201707,16,73000,2105,37.5066777,126.9621949
80,동작구,흑석동,우리유앤미,흑석동 329 우리유앤미,59.6618,2003,201707,7,45000,2489,37.5006676,126.9596386
81,동작구,흑석동,흑석동양아파트,흑석동 328 흑석동양아파트,84.99,2003,201707,1,56000,2174,37.5004103,126.9586888
82,동작구,흑석동,흑석한강센트레빌Ⅱ,흑석동 339 흑석한강센트레빌Ⅱ,119.727,2012,201707,4,94000,2591,37.5022127,126.9585851
83,동작구,흑석동,한강현대,흑석동 28 한강현대,114.44,1988,201707,4,96000,2768,37.5069027,126.9695933
84,동작구,흑석동,흑석한강센트레빌Ⅱ,흑석동 339 흑석한강센트레빌Ⅱ,119.727,2012,201707,1,89500,2467,37.5022127,126.9585851
85,동작구,흑석동,한강현대,흑석동 28 한강현대,83.475,1988,201707,1,70000,2767,37.5069027,126.9695933
86,동작구,흑석동,흑석한강센트레빌Ⅱ,흑석동 339 흑석한강센트레빌Ⅱ,119.738,2012,201707,17,93000,2563,37.5022127,126.9585851
87,동작구,흑석동,한강현대,흑석동 28 한강현대,66.225,1988,201707,5,70000,3488,37.5069027,126.9695933
88,동작구,흑석동,한강현대,흑석동 28 한강현대,83.475,1988,201707,13,79500,3143,37.5069027,126.9695933
89,동작구,흑석동,명수대현대,흑석동 10 명수대현대,78.07,1988,201707,2,67000,2832,37.5078700,126.9669454
90,동작구,흑석동,한강현대,흑석동 28 한강현대,114.44,1988,201707,1,90000,2595,37.5069027,126.9695933
91,동작구,흑석동,한강현대,흑석동 28 한강현대,66.225,1988,201707,14,75000,3737,37.5069027,126.9695933
92,동작구,흑석동,흑석한강센트레빌Ⅱ,흑석동 339 흑석한강센트레빌Ⅱ,84.946,2012,201707,5,80800,3139,37.5022127,126.9585851
93,동작구,흑석동,흑석한강센트레빌Ⅱ,흑석동 339 흑석한강센트레빌Ⅱ,84.99,2012,201707,1,71500,2776,37.5022127,126.9585851
94,동작구,흑석동,명수대한양,흑석동 38-58 명수대한양,84.9,1991,201707,2,62000,2410,37.5049008,126.9665734
